rating,content,review_date
4,"On my 4th pair now. These run a bit big in my opinion so go half a size down or a full size down if you have really narrow feet. Issues with af1s is they crease easily so get a sneaker shield to put inside to stop creasing. Also the heel area inside wears out very fast so just keep that in mind. On the bright side, they look amazing and go with any outfit so this is why I buy them due to their versatility.",16 Σεπ 2021
5,Great Sneakers,15 Σεπ 2021
5,Brought these for my grandson. He loves them! Great looking shoes that goes with everything! Fit true to size.,15 Σεπ 2021
5,"Despite a defect on my pair, the increasing price and the poor quality I recommend pcq jsp",14 Σεπ 2021
5,"Punctual shipping. Regular fit.
Beautiful as in the photo",13 Σεπ 2021
5,Great shoes!!,13 Σεπ 2021
5,Love it!,13 Σεπ 2021
5,I can't find size 44.5,9 Σεπ 2021
5,Fine although if there was a size 41.5 it would be even better,7 Σεπ 2021
5,Classic silhouette. Great deal at 90 bucks. Definitely in the rotation permanently.,6 Σεπ 2021
4,Very aesthetic shoes,6 Σεπ 2021
5,Absolutely great,6 Σεπ 2021
4,Good shoe but runs too big,6 Σεπ 2021
5,"Beautiful, comfortable and always top nike shoes",5 Σεπ 2021
5,The perfect lifestyle sneaker there's nothing like a crispy pair of white on white Air force 1 lows they're so iconic i love this sneaker.,1 Σεπ 2021
5,I will like to know when Air Force 1 coming back to stock. Tanks,20 Αυγ 2021
5,Finally got these bad boys now i could finally hit up sum niggas😈 and rop 50 stores in these babies watch out ur corners,14 Αυγ 2021
5,Awesome great fit fast delivery!!!,14 Αυγ 2021
5,"I’ve been a loyal active member for 5 years. I spend a lot money on Nike and SNKRs for some reason i never win draws for any release.. i have in the past but not the hot releases Travis Scott’s, off white, dunks etc.. Just wondering why but overall the app is terrific. I enjoy the polls and live videos",14 Αυγ 2021
5,Good quality and packaging was great.,11 Αυγ 2021
5,Perfect shoes. They go well with any outfit. Top shoes,11 Αυγ 2021
5,"Really excellent shoes, starting from the quality, fit and comfort. They fit perfectly and are really beautiful.",11 Αυγ 2021
5,I highly recommend this product. These shoes made me turn into Youngboy and now I’m his slime. Black airforces really change a brother.,10 Αυγ 2021
5,"Nike is always on time, fresh, an easy to order",10 Αυγ 2021
5,"This pair is perfect. Very aesthetic, very sober, very resistant, can be worn with everything, all outfits, all colors... The only small problem with the af1 is of course on the fold of the shoe, but it is not very serious, frankly, and there are many ways to solve it. Very durable, they lasted me just a year, I even jumped into the water with them, after 10 months,",10 Αυγ 2021
5,"Fast shipping. Fits big, so definitely go 1/2 size down.",10 Αυγ 2021
5,Can’t ever go wrong with these. Old reliable. You can wear these with literally with any and everything. You can wear them anywhere.,10 Αυγ 2021
5,My kid everyday shoe!!! ☺️ Happy customer here.,9 Αυγ 2021
4,"Shoes are cleean. Had to exchange first pair because of defects, but this new pair is nice.",9 Αυγ 2021
5,These are dope,9 Αυγ 2021
5,"There's little to say, they can be combined with everything!",9 Αυγ 2021
5,"A white AF 1, a must have",9 Αυγ 2021
4,I recommend this product,8 Αυγ 2021
5,Great shoes,8 Αυγ 2021
5,Very comfortable and very beautiful,7 Αυγ 2021
5,A1 Classic,7 Αυγ 2021
2,"Needs more stock as these shoes are a good seller so more stock would be great

Double the stock weekly",6 Αυγ 2021
3,A classic this pair but size a little big,5 Αυγ 2021
5,"This is my 3 pair, exactly what I was looking for.",5 Αυγ 2021
5,One of the best shoes i ever got,5 Αυγ 2021
5,The pair arrived quickly. She is nickel 👌. 💯,5 Αυγ 2021
5,Anytime Any plans kinda shoe.,4 Αυγ 2021
4,Optimal,4 Αυγ 2021
5,Great and very comfortable,4 Αυγ 2021
5,Great product at an affordable price. Comfortable and perfect for any occasion. A shoe that is perpetually present in the wardrobe even over the years.,4 Αυγ 2021
5,Everything ok perfect as requested,4 Αυγ 2021
5,A Classic....Period....I buy a new pair or two every year,4 Αυγ 2021
5,"Everything as per description. Quick purchase and precise delivery, even 3 days in advance",4 Αυγ 2021
5,Classics!!,4 Αυγ 2021
5,Perfect shoe,4 Αυγ 2021
5,Great shoe got it in time even though the customer service lady said it would be two days it came the next day very satisfied with my purchase seeing as they were very difficult to find in stores from Houston to Las Vegas!!!,3 Αυγ 2021
5,"Everything was perfect from ordering to receiving. Quality, speed and efficiency is why I have been a fan of the brand for so many years!",3 Αυγ 2021
5,"Arguably one of the best silhouettes in history. The Air Force one low is a staple in so many cultures and genres, I Love the shoe heart and soul. I would be honored to work with Nike to innovate and create new ways styles and techniques of this silhouette. I have few ideas!!",3 Αυγ 2021
4,I will say the shoes size run different than normal. I know I normally wear a 10 1/2 but I needed a 10 so they seem to run big,3 Αυγ 2021
5,I can only recommend super cool shoes.,3 Αυγ 2021
5,Fast shipping and good quality,3 Αυγ 2021
5,The best sneaker in the world you can wear with anything,2 Αυγ 2021
5,Perfect white canvas to make your customs look badass.,2 Αυγ 2021
5,"The Air Force 1 shoes told me that they would arrive on Saturday of next week, having ordered them on a Thursday of the previous week and without having paid more for the fast service, they arrived on Monday, not knowing that they were going to arrive that day they sent them to me again on Tuesday and I picked them up

The parcel service 10/10",2 Αυγ 2021
4,"The shoes are great you get what you expect. Black Air Force ones. Except for one thing, the left shoe looks and feels as if it was tried on a lot. The material feels weak and is wrinkling, as for the right shoe it looks and feels great.",1 Αυγ 2021
5,Very satisfied 😁,1 Αυγ 2021
5,Always a great day when you get fresh whites. My husband was so happy!,31 Ιουλ 2021
5,Great product and super fast service,31 Ιουλ 2021
5,"I never shop at Nike online before for my kids I like to see what I'm paying for in person,First time trying I'm not disappointed.The shoes have a lot support when walking.my son love it,I highly recommend Nike.",31 Ιουλ 2021
5,Great you love the quality good for every day use comes clean comfortable Air Force ones are number one,29 Ιουλ 2021
5,Classic.,28 Ιουλ 2021
5,A classic that never disappoints.,28 Ιουλ 2021
5,It's a must have shoe.,28 Ιουλ 2021
5,Good quality shoes. Not the most comfortable in the beginning. I have twins so I had to buy two pair.,28 Ιουλ 2021
4,Can’t go wrong with a new pair of all white low af1s,27 Ιουλ 2021
5,Mann It's A Classic ! There's nothing else you can say ; just as dope as they were in 07🔥,26 Ιουλ 2021
5,"Purchases for our teenage son, fits perfectly",26 Ιουλ 2021
5,"My son loved his New Air Force 1, he is a picky teenager, so I’m glad it was a great purchase!",26 Ιουλ 2021
5,Great shoe. This is my son's third pair and he loves them.,26 Ιουλ 2021
5,This shoe goes with every outfit!,26 Ιουλ 2021
5,A timeless classic. can't go wrong with these white on white's.,26 Ιουλ 2021
5,"Fast delivery
Great product",26 Ιουλ 2021
4,Clean but I don’t get them yet bc one month by today doesn’t have my number shoe 44!! And I want to bye them !!!!!,21 Ιουλ 2021
5,Perfect item and it was everything that I wanted,18 Ιουλ 2021
5,very comfortable en very fast delivery,18 Ιουλ 2021
5,toooopppppp,17 Ιουλ 2021
5,I bought them for my son. They are great !,15 Ιουλ 2021
5,They were just what my son wanted,15 Ιουλ 2021
5,"Love the shoe, One of my favorites by Nike that will never go out of style. Shoes always come in a timely fashion which is always great! Cannot wait to rock my kicks!",15 Ιουλ 2021
5,Delivery was on time just when we needed it to be,14 Ιουλ 2021
5,Always great to grab a new pair of white forces,13 Ιουλ 2021
5,Best throw on she they have...clean bright goes with everything! Thank you again Nike!,13 Ιουλ 2021
5,Brought as replacement for a pat I already had,12 Ιουλ 2021
5,"Myself amongst at least 100 more people I know absolutely love the all white air forces. Every once in a while the quality is lacking but exchanges are usually conducted without issue. Wish I could hit more drops from my single account on a single phone, but my days will come. Nike and jordan forever, these are 75percent of my wardrobe and 90 percent of my shoes. Thank you and be ordering more soon!!!",12 Ιουλ 2021
5,Thank you Nike for getting my shoe out to me in a timely I will be back in a week for something new.,12 Ιουλ 2021
5,The Air Force 1 is probably one of the most well known shoes and they are just like that no cap.,12 Ιουλ 2021
5,Comfortable shoe to lounge and hang out in. Went to the US women’s soccer game them on.,7 Ιουλ 2021
5,"Love the shoes , came quick with no problem ... happy camper",6 Ιουλ 2021
1,Horrible the shoes came in destroyed and the box came dented the shoes wasn’t something I would try get again,6 Ιουλ 2021
3,The shoes where to big in the size i wear.,5 Ιουλ 2021
5,"Very comfortable , easy to style out . 100% recommend to everyone",3 Ιουλ 2021
5,One of the most beautiful designs. I have bought it twice. It goes with all clothes.,3 Ιουλ 2021
4,"Brilliant shoes that go with everything, are timeless. The only drawback of this product is the workmanship, which for the price is terrible, and the quality of the leather is also not the best",2 Ιουλ 2021
5,delivery was quicker than expected and I was not disappointed at all these were great,1 Ιουλ 2021
5,Great Shoes well made ..Love’em,30 Ιουν 2021
5,"Fast delivery and kicks are on point!
Been a while having these so I’m happy it
Got here looking fresh!..Highly recommended",30 Ιουν 2021
5,Nike Air force 1 is the summer sneakers. I bought them for my son he loves them,29 Ιουν 2021
5,A staple in any collection. Either running errands or a night out. This is potentially the greatest sneaker of all time.,29 Ιουν 2021
5,"My husband loves these sneakers. They look good, fit well and I get him a new pair every year!",28 Ιουν 2021
5,Love me Air Force one’s,28 Ιουν 2021
5,"Excellent shoe for flexare, it goes well with everything and nothing gets dirty easily but it washes easily",28 Ιουν 2021
5,A very good shoes,27 Ιουν 2021
5,Always very satisfied with these Air Force 1'07...timeless,27 Ιουν 2021
5,Great Looking shie.,27 Ιουν 2021
5,Superb sneakers but difficult to find on the Nike site (victim of its success).,27 Ιουν 2021
5,"Very nice pair of shoes, very comfortable, too bad there is no size 43.5.
Too bad we have to wait so long for restocking.",26 Ιουν 2021
5,"Really clean,nice shoes",26 Ιουν 2021
5,Perfect fit,26 Ιουν 2021
5,Great fit,25 Ιουν 2021
5,Perfect fit.,24 Ιουν 2021
5,"Thanks Nike, I couldn’t find the sneakers in any stores…",24 Ιουν 2021
5,These were a good fit for my grandson. This is his 2nd pair and he has worn them a lot. That have held well for a 17 year old. Plays a lot of basketball. Really enjoys these.,24 Ιουν 2021
5,Can't never go wrong with a pair of air force for a gift 😉,23 Ιουν 2021
5,Nike always gets my orders in my hands in a timely manner! It’s as if as soon as I press “buy now” they are already sending it out!!!! #justdoit,22 Ιουν 2021
5,definitely recommend fits perfect! shipping is very quick,21 Ιουν 2021
5,Everything as expected! It’s the classic,21 Ιουν 2021
4,"AF 1 Great looking. I believe this shoe could be better fit on my feet if it had a better ""comfycush"" cushion insole design to become very comfortable and add a more flexible sole.",20 Ιουν 2021
5,Fresh to death!,20 Ιουν 2021
5,The shoe was what i ordered and it came in right on time as schedule a little before. Very happy with the outcome.,18 Ιουν 2021
5,Shipping and packing was well done,17 Ιουν 2021
1,"Not happy at all with your air force 1's...
I ordered size 12.5 wide and there to tight,
The only reason I didn't return them is because I wore them all weekend hoping they would fit better, the size is not correct, all my other brand sneakers are correct,",16 Ιουν 2021
5,I bought them for my husband birthday. They are a very cool/causal looking shoe! He is wearing them with shorts and a pole shirt.,15 Ιουν 2021
5,Love the shoe Nike will always make things right,15 Ιουν 2021
5,Fast shipping good quality son loves them,14 Ιουν 2021
5,"Good shoes as always. White ones for days out or to a party. Anything really, black ones for that PS5.",13 Ιουν 2021
5,Great shoe,13 Ιουν 2021
5,Just what I ordered came fast,13 Ιουν 2021
5,My shoe came faster than expected in great condition !!! No problems or delays :),10 Ιουν 2021
5,The shoe very good 2 b nba youngboy,10 Ιουν 2021
5,"This shoe is very comfortable for big, wide feet. Grandson have both black and white pairs to go with his athletic outfits. This is a very affordable shoe that will never go out of style.",9 Ιουν 2021
5,"The shoes run pretty big. I only wish I knew that after having to return twice before getting it right. Not to mention my very first order of the shoes and the box arrived EMPTY , yes EMPTY with not sneakers in the box. Very weird and has never happened to me before. I thankfully gotten an agent who was able to re place order just in time for my son’s birthday. The only issue I then had is that",8 Ιουν 2021
5,Love the AF1s as usual! My baby will be fly!,8 Ιουν 2021
5,"This model of shoes needs no introduction, they are a must-have and are perfect for every day, the white color makes them perfect to be matched very easily. I can confirm that the air forces are the most comfortable shoes I've worn.",8 Ιουν 2021
5,Been winning on SNKRS so I’m happy,7 Ιουν 2021
5,Every day shoe that catches everyone’s attention. Very comfortable.,7 Ιουν 2021
2,I’ve been ordering Air Force ones for well over a decade in a size 12 men’s and these fit bigger then normal.,7 Ιουν 2021
5,Always able to get air ones from here with Fast delivery.,7 Ιουν 2021
5,Can't be mad with some classics they even come early then I thought they would....look for some fusion on here now,7 Ιουν 2021
3,I’m a ups driver and always try to find a good all black shoe. I love the shoe but just after three weeks of work wearing them I’ve noticed they are already losing traction and getting worn down. I wish Nike could make a sole that can take the wear and tear of a ups drivers work,6 Ιουν 2021
4,Fast purchase! Delivery took a little long. But definitely impressed with customer service. The shoes are awesome! Definitely my go to for quick summer outfits.,6 Ιουν 2021
5,Classic shoe that goes with everything! Even a suit!,6 Ιουν 2021
5,If your from New York you call these all whites Uptowns. Classics!,3 Ιουν 2021
5,"Honestly the best, can appreciate or love a better shoe company out there. Keep doing what your doing Nike number one!!!",2 Ιουν 2021
5,Nike always has the AF1 for the retail price,2 Ιουν 2021
5,Shoes came quickly. The box was a bit damaged but the shoes were in good shape.,2 Ιουν 2021
5,"Came quickly, and very good quality! Perfect fit exactly what I ordered! 🤗",1 Ιουν 2021
5,Perfect end fast!,1 Ιουν 2021
5,I really appreciate my Nike family. Every time I have a problem they fix it in a rush. Every Nike shoe you need they have it.,1 Ιουν 2021
5,I ordered the shoes on the 25th on May and they got to a special someone in two days. He loves them and I am happy that he does. Love the updates as well helped me make sure to let him know when they’d get to him <3,1 Ιουν 2021
5,My son loves the shoes! And they were delivered really quick. That’s a plus…,1 Ιουν 2021
5,Can’t go wrong w a crisp pair of forces,1 Ιουν 2021
5,Its My Favorite Shoe Always Has Been Always Will Be💯,31 Μαΐ 2021
5,ICEY WHITES ON POINT!!!,31 Μαΐ 2021
5,"Simple, smooth process!!",29 Μαΐ 2021
5,Awesome fit.,27 Μαΐ 2021
5,Fits my son just right,26 Μαΐ 2021
5,"Ordering was easy, received it pretty fast and shoe fits perfectly.",25 Μαΐ 2021
5,"Great handling, 5 star service.",25 Μαΐ 2021
5,These are a classic! The “Yankee Fitted” of shoes!,24 Μαΐ 2021
5,"We love it! I got it for me, my wife and our daughter, too bad the one for my daughter is not low cut, but its ok we all have the same shoes. A classic one. Thanks! We love the uptowns!",24 Μαΐ 2021
5,Nice and very comfortable,23 Μαΐ 2021
5,Great shoe so far! Love the cushiony support. Very comfy.,23 Μαΐ 2021
5,Order was delivered on expected date and good handling,23 Μαΐ 2021
5,"Classic, in the top 5 forever!!!!!! ( goes with any outfit ) ⭐️⭐️⭐️⭐️⭐️",21 Μαΐ 2021
5,Really good,20 Μαΐ 2021
5,"Everyone in the world , like Nike tennis shoe and the Air Force I is the most Popular shoe Nike Has sold almost. Nike has a variety of shoes, and they are all Nice. From children to all adults. I will forever buy Nike tennis shoes and so will my family.",19 Μαΐ 2021
5,Really awesome!,13 Μαΐ 2021
5,Must have (white),11 Μαΐ 2021
4,Good,9 Μαΐ 2021
5,These are a hood favorite and ultimately classic. Would definitely recommend,5 Μαΐ 2021
3,The day before the shoes arrived I found out that the shoes run big so yeah that really messed me up. Also what’s up with the shoes taking one week to arrive that’s ridiculous. My recommendation is to get one size below your actual size when you get the shoes. I got a size 11 when I should’ve got a size 10.5. Now I have to wait another week. Once again ridiculous.,3 Μαΐ 2021
5,You cant go wrong with some brand new AF1's!!!!,23 Απρ 2021
4,I really like this!,22 Απρ 2021
5,always works,17 Απρ 2021
5,Bought my first pair of Air Force 1 and the only problem is that I should have bought these shoes years ago. Totally recommend and I will purchase another pair soon!,6 Απρ 2021
5,Classic shoe,29 Μαρ 2021
5,All time classic,24 Μαρ 2021
4,I had a pair of AF1's back in mid-2000's and loved them but eventually wore them out and moved to a few different pairs of trainers. Getting a pair brought back all the memories of the late teenage years while still being stylish (or retro enough) to wear out on a frequent basis again. Though I've had to trade in my trainers for slacks and dress shoes - I still like to unwind in something more,16 Μαρ 2021
4,My husband really liked the look and feel of these Nike shoes. The only problem is that they do run small. My husband usually wears a 11 in tennis shoes and these were too small. He would need an 11.5-12 in these Nike Air Force 1s. It may just be this style of shoe because they are very stiff and narrow. The quality looks to be very good. I will come back to update my review on the longevity,15 Μαρ 2021
4,"Overall these are a quality pair of shoes. They are quite sturdy, but broke in well after only about 30 minutes of walking around town. Fit is just right and quite comfortable. I could easily wear these all day. And I love an all black sneaker (tiny bit of silver bling at the base of the laces is a nice addition)! What I'm still not sure about it the thickness of the sole. From the box, they",14 Μαρ 2021
5,"I love the classic look of these iconic shoes. The black on black looks really sharp! These are great shoes for everyday wear, or even to work out in. They are comfortable and light on the foot, and provide a nice amount of cushion. The toe box took a couple of days to break in, but now is extremely comfortable. This is a great all around every day wear shoe that goes with almost everything!",9 Μαρ 2021
5,"My husband is a Nike fanatic and absolutely loves these Air Force 1s! They are a classic design that won’t ever go out of style. He likes that the black-on-black goes with everything (athletic wear or jeans!) and it hides blemishes really well (so he isn’t constantly afraid of getting them dirty!)

He is a big fan of the cushion in the heel that this shoe provides. The sole did feel a bit",7 Μαρ 2021
4,"AF1. What more can I say - these are the best and haven't aged at all. I always size up by half a size, but that's my own preference rather than a requirement. Enjoy your AF1's!",7 Μαρ 2021
4,"The Air Force 1 is a solid color shoe that was comfortable for my husband to wear. He said it felt fine wearing it around. His only complaint was the toe box was more narrow, which squeezed his toes slightly. He said he would go up half a size next time and see if that would feel better. The length of the shoe was right, just the width that was a problem. The comfort of the padding was spot on",7 Μαρ 2021
5,"The real OG, had a pair of these literally ever since I started my obsession with sneakers. Look great regardless brand new or beaten.",6 Μαρ 2021
3,"I got this shoe for my husband. He has worn Nike shoes in the past and was interested in trying out this new, yet old classic. Overall he said the fit was large and he would recommend sizing down a half size. The shoe is quite heavy, feels very stiff when wearing, and does not provide much movement or support for the foot. It also has a thinner foot bed, which makes wearing it for longer periods",5 Μαρ 2021
4,"All black AF1s are one of the all time classic kicks. I like the new metal emblem on the laces that I don’t remember from before. Helps give a subtle piece to stand out against the all black shoe. The comfort remains great, especially the padding around the top where it hits the ankle. Just got these, but they feel as quality and as durable as they were back 15 years ago. A little heavy, but if",5 Μαρ 2021
5,My husband never gets nice shoes and usually isn’t into brands. He was skeptical but ended up really loving this product. He says they are comfortable and feel sturdy like they are going to last long but also keep his feet “together” while not feeling tight. He usually has to wear 10.5 wide but the 10.5 regular fits him great. Was able to wear it all day without any issues. It’s a nice black and the small silver emblem doesn’t look tacky.,4 Μαρ 2021
4,"The Nike Air Force 1 are a great pair of ahleisure sneakers. They’re very well made, have soft leather and a thick sole and are good and sturdy. They’re both functional and stylish. I have the black on black and they could easily be dressed up or down. When first putting them on they felt stiff but they softened up and felt great even after wearing them all day. The only reason for 4 stars is that",4 Μαρ 2021
4,"I obtained a pair of Nike Air Force 1 in black, and their simple, understated design makes them a versatile complement to the ""polo shirt and khakis"" business casual ensemble we engineers spend the majority of our working lives wearing. They have been a welcome option to the black oxfords I normally wear around the office.

The thick rubber outsole and generous padding on the upper make",4 Μαρ 2021
4,I know that the Air Force 1's are a very popular shoe so I was excited to give them a try. I normally wear a size 13 in Nike's and they fit perfectly but these were way to big. I could size down a couple sizes and have room. I think they would be great for wide feet. Regardless they are extremely comfortable. I can wear them all day without my feet getting tired. They did not rub anywhere. These shoes are really well made. I like that the black 1's can be dressed up or down.,4 Μαρ 2021
4,"I got a pair of Nike Air Force 1's in all black. These shoes are very comfortable and appear to be durable. The shoe pairs well with many fits of jeans, such as skinny or bootcut. I love that I can also pair these shoes with khakis for a night out or with joggers to head to the gym. People of all ages can pull these shoes off. Don't be afraid to venture out of your typical shoe style--Try",3 Μαρ 2021
4,"These shoes bring me back to the originals! They are an iconic shoe that is able to bring back anyone to the first time you ever wore a pair like this. The great thing about this shoe is that it’s simple, you can dress this shoe up and still be fashion forward. It also screams style for that dad in you. Who wanted to see a dad rocking Air Force 1s. The first time you put this shoe on your feet will be screaming heck yes for the feel and the people around you will be wishing they had a pair.",2 Μαρ 2021
5,Love my new Air Force ones. Most guy athleisure shoes have zero comfort. These are the opposite of that. They look cool (or whatever the kids are saying these days) and are super comfy (let’s face it-probably more important). I got the black on black style which means they go with anything and everything. Fits true to size.,2 Μαρ 2021
3,"Shoes look great and seem durable, however, I was unable to test them properly as they run HUGE. I normally wear an 11 but I could not walk without them falling out. When trying them on they seem comfortable, but I can't justify if they will be comfortable over time as I was unable to use them for a long period of time due to the horrible fit.",2 Μαρ 2021
5,"Love the AF1s. Got them in all black to contrast my all white. Runs true to size and super comfortable. During the pandemic, I’m using them as my indoor shoes to keep my feet warm during the winter. Makes using my standing desk that much more comfortable when I have them on. Can’t wait to take them outside, as they match just about any outfit, once it is safe again.",1 Μαρ 2021
4,"This shoe sizes true to size on length. A little tight at the ball and forward, so if you have a wide foot would suggest sizing up.
The angle of the sole is comfortable. Nice and flat on the bottom of the shoe, and your foot is angled slightly downwards, which is how I like it.
The grip above your ankle is nice and tight. You'll feel it the first day, but it breaks in quickly and then you",1 Μαρ 2021
5,Timeless sneaker! I've been using this ones since my adolescence,9 Φεβ 2021
5,Great as a gift or for self! Can’t go wrong with an all white pair of AF1’s!,9 Φεβ 2021
4,More nice comfortable shoe. It is hard to care for it and gets dirty quickly but overall I recommend it.,7 Φεβ 2021
5,"Awesome shoe, durable, comfy, and stylish. It's a very classic shoe. Have no complaints besides the infamous creasing. It does run long too.",29 Ιαν 2021
5,Epic shoe no cap.,26 Ιαν 2021
5,Was a gift for my son. We searched every foot store and they were all sold out but old faithful Nike had them thanks,26 Ιαν 2021
5,best shoe,24 Ιαν 2021
5,Great,24 Ιαν 2021
5,It’s good,24 Ιαν 2021
5,Very comfortable shoe I did not think ... I have also been there to work 8 hours standing up and at the end of the day my legs weren't heavy,20 Ιαν 2021
3,They are beautiful unfortunately you have to take a size below because they cut very large,20 Ιαν 2021
5,"very comfortable, performs well and looks good!!",20 Ιαν 2021
5,"It is the second pair that I buy of this model ... beautiful and comfortable.
Punctual and accurate shipping and packaging",19 Ιαν 2021
5,"Great product, reliable for years",18 Ιαν 2021
5,"Always my pleasure
Shipping faster
Everything 👍",18 Ιαν 2021
5,The Top,18 Ιαν 2021
5,best shoe,18 Ιαν 2021
5,Bought a pair of AF1s. Had to do a little research due to knowing the shoes run a little big. Ended up ordering a half size smaller than I normally wear. Shoes came really fast and they look good and are very comfortable.,17 Ιαν 2021
5,It’s one of the most widely known silhouettes. And it fits great. Everyone should have a pair in their rotation.,17 Ιαν 2021
5,very good,17 Ιαν 2021
3,"great, really great i love this pair i will wear them forever (xoxo)",17 Ιαν 2021
5,"Ordering was quick and easy, but what I loved more is that the shoes a bought for my son were here in just 2 days.",17 Ιαν 2021
5,"Excellent product, a guarantee to buy here",17 Ιαν 2021
5,"Have absolutely loved and purchased many pairs of Air Force 1s, even before they were popular...and will continue to for years",16 Ιαν 2021
5,Cleanest looking shoe in the game! :),16 Ιαν 2021
2,"I was so excited until I saw the tongue has creases! Come on nike, And I hate creases, i get sneakers shields for everything, and now I cant even where them!",15 Ιαν 2021
5,I tracked it the whole way here i was so ready for the shoe i got a 8.5 men and it fit perfect also the package got here a day early but the shoe box wasnt damaged or anyting but f you are looking for cardboard to be in the shoe its not in there it comes with stuffing paper instead but still the shoe and delievery was awesome!,15 Ιαν 2021
5,"I would like to say that I am very satisfied and happy with the Air Force 1. The shoe is very minimal, it fits my foot perfectly and is fairly comfortable. This is my daily shoe that I wear everyday and I haven't had any issues with the durability. So scratches, nicks or fading. As for the price I think it is very fair and affordable for a stylish durable show that goes with tons of different",14 Ιαν 2021
5,"This model, which has become almost impossible to find, is my favorite and I found it on the only site I hadn't searched for...the manufacturer's! The shipment was fast and the delivery of the product was very fast. 5 stars deserved.",13 Ιαν 2021
5,"Like! always wear this shoe, I would recommend it for casual and dress style.",13 Ιαν 2021
5,The shoes were perfect they were a little to big but that’s fine with me,13 Ιαν 2021
5,My niece and nephew LOVE the AF1! This shoe is by far one of their favorites from Nike. Will definitely be purchasing more in the near future for the both of them.,12 Ιαν 2021
5,Shoes arrived before expected & came in great condition.,11 Ιαν 2021
5,Exceed my expectations. Clean look. Rock with any fits.,11 Ιαν 2021
5,Very bad shoe ... I was looking for it for a long time I couldn't find it anywhere ... and luckily you restocked some men's sizes and I got it,10 Ιαν 2021
5,"They came earlier than expected, packaging was great and there wasn’t any problems. Super happy!",10 Ιαν 2021
1,Overpriced and Too bulky.,10 Ιαν 2021
5,"Fantastic,go with any attire.must in everyone’s collection.will buy again and again no doubt You Nike for this wonderful shoes .plain white awesome .buying more colours",8 Ιαν 2021
5,I like,7 Ιαν 2021
5,"Gorgeous, comfortable, trendy and resistant.",7 Ιαν 2021
5,Bought them for my godson. They were a Christmas gift.,4 Ιαν 2021
5,Top !!!,4 Ιαν 2021
4,You arrive on time with a black fingerprint on the white inside of the shoe.,4 Ιαν 2021
5,Stylish and Comfortable,3 Ιαν 2021
4,It is a good shoes but pleas a anti kruk in the shoes,3 Ιαν 2021
5,You don't have to say more classics,3 Ιαν 2021
5,The best and must have sneaker! Excellent!,30 Δεκ 2020
5,"Perfect product and shipping, as always. It's not my first time at Nike and definitely not my last.",30 Δεκ 2020
5,"Air Force ones are always a classic excellent go to pair of sneakers for my family. Nike had them in stock for the Christmas Holiday when I couldn’t find the size I needed anywhere else. Shipping was lightning fast, I actually received them over a week earlier than expected.",29 Δεκ 2020
5,Bought these for my grandson and he absolutely loves them!,28 Δεκ 2020
5,Favorite sneaker I get a new pair every couple of years. For my shoe size 6.5 I end up getting a 6 and my foot slightly slips in it still. Size down half a size for sure.,27 Δεκ 2020
5,Super comfortable take your usual size,27 Δεκ 2020
5,"It's the third pair of Air Force 07, they are really beautiful and comfortable. Shipping times were respected in full as usual for Nike. Advise.",27 Δεκ 2020
4,"Bought my husband this pair of sneaker, and he loveeee it so much and it all reach in time for Christmas.",27 Δεκ 2020
5,Great product as requested,26 Δεκ 2020
5,Perfect as usual very comfortable and beautiful everyone should have at least one pair ❤️,25 Δεκ 2020
5,"My son loved them, he already asked for them for Christmas but he had no idea how comfortable and fantastic they are.",25 Δεκ 2020
5,Super comfy runs half a size big,25 Δεκ 2020
5,"Women's sizes didn't seem to go up to 7.5, so went for mens that looked the same. Daughter is well happy with them, they haven't been off her feet.",25 Δεκ 2020
4,"Really very nice, after all one of the best-selling iconic models ever, I didn't give 5 stars because to keep them perfect you need to have obsessive care, therefore their duration is drastically lowered.",24 Δεκ 2020
5,The to big to bear,23 Δεκ 2020
5,Excellent and accurate,22 Δεκ 2020
5,"The all-white Nike Air Force 1 is by far the most affordable high fashion shoe on the market. The shoe goes with any outfit you can think of and looks amazing. If you are interested in buying a pair, do not hesitate! Best shoe on the market, definitely will be buying more pairs in the future.",21 Δεκ 2020
5,"The best shoes ever, my son’s favourite shoes.",21 Δεκ 2020
5,Just what I wanted,21 Δεκ 2020
5,"Great service, fast shipping",21 Δεκ 2020
5,The product I received was excellent. The delivery time is perfect. Exemplary online shopping service,19 Δεκ 2020
5,Great thanks a lot,19 Δεκ 2020
5,Comfortable and resistant shoe.,17 Δεκ 2020
5,"Everything ok, from order to delivery.",16 Δεκ 2020
5,There's not much to say about a sneaker like this... it speaks for itself 😎👍,16 Δεκ 2020
5,"The Air Force 1 is really the basis of shoes.
If there is a pair to take it's this one!",13 Δεκ 2020
5,Shipping very fast,11 Δεκ 2020
5,Excellent shoes very comfortable and resistant,11 Δεκ 2020
5,Order arrived quickly and in perfect condition. I have bought several sports shoes online and everything is great.,10 Δεκ 2020
5,Gorgeous,8 Δεκ 2020
5,"Among the best Nike shoes, a classic, insurmountable.
The air force 1 by the way are among the most comfortable he has ever worn.",8 Δεκ 2020
5,"Everything perfect, arrived very soon
They are eternal, my children have been using them for more than three years",8 Δεκ 2020
5,"Replacing my AF1 mid tops as they have finally worn out after 5 years, changing it up with lows as they are easier to get on and off. Hoping for another fair few years of joy.",7 Δεκ 2020
